2-cell	4-cell	8-cell	early_2-cell	ICM	mESC_rep1_merge	mESC_rep1	mESC_rep2	mESC_rep2_merge	MII_oocyte	zygote
Gm37414	0.103856	0.4489255	0	0.291041	0	0	0	0	0	0.285158	0
Gm37415	5.416861	0.119425	0.4542735	0.04362285	0.437088333333333	0	0	0	0	0	0
Gm37416	42.0417	25.08935	28.01595	2.69893	5.57818666666667	0	0	0	0	0	0
Gm37417	0	0	0	0	0	0	0	0	0	0	0
Gm37418	0	0	0	0	0	0	0	0	0	0	0
Gm37419	0	3.848305	0	0	0	0	0	0	0	0	0
Gm37420	0	0	0.04446585	0.066785	0.0965224666666667	0	0	0	0	0	0
Gm37421	0	0	0	0	0	0	0	0	0	0	0
Gm37422	0.01294455	0	0.06384025	0	0.00998246666666667	0.0387345	0.03227385	0	0	0	0
Gm37423	0.13795845	0.1150812	0.2691525	0.092495	1.05113933333333	0.165185	0.160548	0	0	0	0.03699645
Gm37424	0	0	0.185471	0	0	0	0	0	0	0	0
Gm37425	0	0	0	0	0	0	0	0	0	0	0
Gm37426	0.1037732	0.22068	0.1647377	0.339029	0.498469	1.27889	1.285575	0	0	0.1041373	0.0356344
Gm37427	0	0	0	0	0	0	0	0	0	0	0
Gm37428	0	0	0	0	0	0	0	0	0	0	0
Gm37429	0.219332	0.0440549	0.0591427	0.0262038	0.0739738666666667	0	0	0.1240045	0.157562	0	0
Gm37430	0	0	0	0	0	0	0	0	0	0	0
Gm37431	0	0	0	0	0	0	0	0	0	0	0
Gm37432	0	0	0	0.3847845	0	0	0	0	0	0	0.693935
Gm37433	0	0	0	0	0	0	0	0	0	0	0.0621325
Gm37434	0	0	0	0	0	0	0	0	0	0	0
Gm37435	0.122008	0.01426285	0.07825045	0.13390795	0.0673211	0.0445523	0.0564635	0	0	0.4286595	0.1274835
Gm37436	0.8264395	0	0.4742015	0.04319505	0.329609666666667	0	0	0	0	0.0865935	0.499057
Gm37437	0.845786	0.404206	0.482394	1.7694	1.87478333333333	0.194695	0.2458575	0.6225385	0.578455	0	0.7087055
Gm37438	0	0	0	0	0	0	0	0	0	0	0
Gm37439	0.0698	0	0	0	0	0	0	0	0	0	0
Gm37440	0	0	0	0	0	0	0	0	0	0	0
Gm37441	0	0	0	0	0	0	0	0	0	0	0.0621325
Gm37442	0	0	0	0	0	0	0	0	0	0	0
Gm37443	0.06276405	0.11964255	0.09766345	0.0992038	0.448346	0.255387	0.267296	0	0	0.07924345	0.2622725
Gm37444	0.969353	0.2029215	0.3066345	4.653965	0.922867666666667	0	0	0	0	0	2.0211
Gm37445	0	0	0	0	0	0	0	0	0	0	0
Gm37446	0.0612739	0.05200245	0.013019	0.02555805	0.0685721333333333	0	0	0	0	0	0
Gm37447	0.01307165	0.0369346	0	0.02213015	0.126892033333333	0	0	0	0	0	0
Gm37448	0	0	0	0	0.00041987	0	0	0	0	0	0
Gm37449	0.68757	0	0	0	0	0	0	0	0	0	0
Gm3745	0	0	0	0	0	0	0	0	0	0	0
Gm37450	5.715325	0	0	0	2.07974666666667	0	0	0	0	0	0
Gm37451	0.01020325	0.002953755	0.00483022	0	0.078378	0	0	0	0	0	0
Gm37452	0.0735525	0.1045565	0	0.22393	0.221657	0	0	0	0	0.0790685	0
Gm37454	0	0	0	0	0	0	0	0	0	0	0
Gm37455	0	0	0	0	0	0	0	0	0	0	0
Gm37456	0	0.01789345	0.004312015	0	0.0387991	0	0	0	0	0	0.069296
Gm37457	0.4106175	0.1921495	0.064598	2.404885	0.092803	0	0	0	0	3.25621	5.804085
Gm37458	0	0	0	0	0	0	0	0	0	0	0
Gm37459	0.02700985	0	0	2.36101735	0.0237212666666667	0	0	0	0	0.0268351	0.31853395
Gm37460	0.0575321	0.0520605	0	0.019411	0.0209004	0	0	0	0	0	0.04253155
Gm37461	0	0	0	0	0.0178111	0	0	0	0	0	0.098619
Gm37462	0	0	0	0	0.136309	0	0	0	0	0	0
Gm37463	0	0	0.1557774	0	0	0	0	0	0	0	0.252471
Gm37464	0	0	0.03432125	0	0.042408	0	0	0	0	0	0
Gm37465	0.01157495	0.07142475	0.137341	0.02409815	0.0607175333333333	0	0	0	0	0	0.02064755
Gm37466	0	0	0	0	0.517346333333333	0.802353	0.66402	0	0	0.191151	0.131895
Gm37467	0	0	0	0	0.0494993333333333	0	0	0	0	0	0
Gm37468	0.284378	0	0	1.744425	0	0	0	0	0	1.81606	5.38504
Gm37469	0	0	0	0.357865	0	0	0	0	0	0	0
Gm37470	0	0	0.02673015	0	0.1775038	0	0	0	0	0	0
Gm37471	0.3173355	0.7855185	2.760284	0	7.6984	0	0	0	0	0	0
Gm37472	0.030719	0.0130865	0.227064	0.04175095	0.128959666666667	0	0	0	0	0	0.04480525
Gm37473	0	0	0	0	0	0	0	0	0	0	0
Gm37474	0.3613505	0.1312225	0.0866595	0.486125	0.285901666666667	0.1096	0.0927605	0.1544725	0.183319	0.4852665	0.872819
Gm37475	0.21269075	0	0	0	0.237931666666667	0	0	0	0	0	0
Gm37476	0	0	0	0	0	0	0	0	0	0	0
Gm37477	0	0.210481	0	0.090275	0	0	0	3.213765	2.35348	0	0.0890915
Gm37478	0.12932195	0	0.00733905	0.4699125	0.0318947333333333	0.0507406	0.064279	0	0	0.2933475	0.7691645
Gm37479	0.0129318	0.04319805	0.0191911	0.0238942	0.0738016	0	0	0.0533375	0.0677716	0.03728555	0.02371615
Gm37480	0	0	0	0	0	0	0	0	0	0	0
Gm37481	0	0.234953	0	0	0	0	0	0	0	0	0
Gm37482	0	0	0	0.0247405	0	0.064748	0.081945	0	0	0	0
Gm37483	0	0	0	0.04742915	0	0	0	0	0	0.2235165	0
Gm37484	0	0	0.05058675	0	0.067475	0	0	0	0	0	0.04844265
Gm37485	1.1552075	1.358225	1.61016	3.662015	0.616992	0.140051	0.150048	0.149265	0.107047	0	0.0883437
Gm37486	3.25036	0.7349835	1.3632615	1.64928	1.04108	0	0	0	0	0	0
Gm37488	0	0	0	0	0.133727833333333	0	0	0	0	0	0
Gm37489	0	0	2.255545	1.143475	0	0	0	0	0	0	0
Gm37490	0	0.0952435	0.518539	0	0	0.341661	0.4243515	0	0	0	0
Gm37491	0	0	0	0	0	0	0	0	0	0	0
Gm37492	0	0	0	0	0	0	0	0	0	0	0
Gm37493	0.1003645	0	0	0.6386109	0	0	0	0	0	0.322384	0.1626495
Gm37494	3.3307925	1.5110685	2.400263	0.8727825	0.558570333333333	0.220598	0.2152875	4.496535	4.93586	0.0766757	0.5997043
Gm37495	0	0	0	0	0	0	0	0	0	0	0
Gm37496	0.8024325	0.0862965	0.0867584	1.86477	0.234414333333333	0	0	0	0	3.050195	3.37489
Gm37497	0	0	0	0	0	0	0	0	0	0	0.153542
Gm37498	0.02173085	0	0	0.0316946	0.0776518333333333	0.0439008	0.0363318	0	0	0	0.02270705
Gm37499	0.0429265	0.0154001	0.02869625	0.09556155	0.0683996333333333	0	0	0.6065645	0.603289	0	0
Gm3750	0	0	0	0	0	0	0	0	0	0.054605	0
Gm37500	0.921101	0.6243345	0.668753	1.110807	0.422646666666667	0	0	0.303812	0.210461	0.9992495	0.843885
Gm37501	0	0	0	0	0	0	0	0	0	0	0
Gm37502	0.267898	0	0	0.541395	0.35808	0	0	0	0	0	0
Gm37503	0.817594	1.356165	0.4639845	0.665565	3.57234666666667	0	0	0	0	0	0
Gm37504	0.0327599	0	0.03364725	0.07398675	0.0289631	0	0	0.1534145	0.162356	0	0.0918633
Gm37505	0	0	0	0	0	0	0	0	0	0	0
Gm37506	2.191785	2.423755	0	0	0	0	0	0	0	0	0
Gm37508	0	0	0	0	0	0	0	0	0	0	0
Gm37509	0.1405109	0	0.120816	0.02632765	0.0546422666666667	0	0	0	0	0	0
Gm37510	0.0156837	0.0352202	0.02073465	0.122527	0.175541533333333	0.109708	0.138932	0	0	0	0.1294259
Gm37511	0	0	0	0	0	0	0	0	0	0	0
Gm37513	0	0	0	0	0.0402102666666667	0	0	0	0	0	0.01364605
Gm37514	0.0462699	0.0209098	0.00945045	0.1336755	0.0245412666666667	0	0	0	0	0	0.0880585
Gm37515	2.42468	2.428495	2.767665	2.43311	4.63621333333333	3.85333	3.882025	2.524365	2.44562	0.8902485	2.239315
Gm37516	0.1342345	0.2295135	0	2.21008	0	0	0	0	0	3.08109	1.87648
Gm37517	0	0	0	0	0.0486713333333333	0	0	0	0	0	0
Gm37518	0.12939635	0.18713415	0.144319	0.6388835	0.163998733333333	0.103136	0.104595	0	0	0.8016435	0.538706
Gm37519	0	0	0	0.1505915	0.0312927666666667	0	0	0.685285	0.870738	0	0
Gm3752	0.065758	0.0089374	0	0	0	6.65891	6.483995	0	0	0	0
Gm37520	0.075675	0.151147	0	0.01617455	0.0211199333333333	0	0	0	0	0	0
Gm37521	2.554525	1.178595	0.6869045	0.2650625	0.103688666666667	0.281555	0.273865	0	0	0.077591	0.2074205
Gm37522	0.318001	0.0375388	0.4866245	0	0.885316	0	0	0	0	0	0
Gm37523	0	0	0	0	0	0	0	0	0	0	0
Gm37524	0	0	0	0	0.0424276666666667	0	0	0	0	0	0
Gm37525	0.1704425	0.2131635	0.0484946	0.07789075	0.0527596666666667	0	0	0	0	0	0.0212487
Gm37526	0.165183	0	0	0	0	0	0	0	0	0	0
Gm37527	0.01400115	0.0761938	0.0207756	0	0.0693178333333333	0	0	0	0	0	0.01673865
Gm37529	0.0433067	0.07620295	0.0702845	0.0481589	0.141009666666667	0	0	0.0819005	0.0597656	0	0.0650041
Gm37530	0.1616975	0.058081	0.0914806	0.01442145	0.0490802333333333	0	0	0	0	0.0319689	0.01906375
Gm37531	0.695238	0.3633815	0.6751475	0.2164702	0.522515333333333	0.160302	0.1749795	0.1387505	0.141333	0	0.429135
Gm37533	0	0	0	0	0	0	0	0	0	0	0
Gm37534	0.02213575	0.03269245	0	0.02171725	0.0393958333333333	0	0	0	0	0	0.04539755
Gm37535	0.1003335	0.074878	0.13041445	0.0811991	0.160494766666667	1.71013	1.72093	0	0	0	0.0260158
Gm37536	0.24008	0.17436025	0.10147685	0.21034	0.557327	0.166929	0.062424	0	0	0.059221	0.0129033
Gm37537	0	0.03462825	0	0	0	0	0	0	0	0	0
Gm37538	0	0	0	0	0	0	0	0	0	0	0
Gm37539	0	0	0	0	0.823276666666667	0	0	0	0	0	0
Gm37541	0.160918	0.02380545	0.03406655	0.10464785	0.0297121666666667	0	0	0	0	0	0.0823545
Gm37542	0	0	0	0.04564495	0	0	0	0	0	0	0.0853695
Gm37543	0	0	0	0	0	0	0	0	0	0	0
Gm37544	0	0	0	0	0	0	0	0	0	0	0.0740105
Gm37545	0	0	0	0	0	0	0	0	0	0	0
Gm37546	0	0	0	0.6222385	0	0	0	0	0	0	0
Gm37547	0	0	0.000461082	0	0	0	0	0	0	0	0
Gm37548	0.03891665	0.02877295	0.025966	0.0223371	0.0172634666666667	0.32427	0.3294505	0	0	0	0
Gm37549	0	0.01382845	0.0493428	0.026026	0.219402666666667	0	0	0.325384	0.318921	0	0.0880819
Gm3755	1.45078	0.4452295	0.4811225	0.2981215	0.768556	0	0	1.562755	1.81806	0	0.5248385
Gm37550	0	0	0	0	0	0	0	0	0	0	0
Gm37551	0	0.020064	0.04430575	0.04551725	0	0.156473	0.1139555	0	0	0	0.10836875
Gm37552	0.01539875	0	0	0.0172054	0	0	0	0	0	0	0.185925
Gm37553	0.726956	0.376335	0.5169075	0.160302	0.212357666666667	0.124739	0.1052265	0	0	0.2003085	0
Gm37555	0	0	0	0	0	0	0	0	0	0	0
Gm37556	0	0	0	0	0	0	0	0	0	0	0
Gm37557	0	0	0	0	0	0	0	0	0	0	0
Gm37558	0.765674	1.082505	0.791631	0.17336185	1.00431766666667	0	0	0.6128675	0.712867	0	0.0403415
Gm37559	0.217117	0	0.0363679	0.431358	0	0	0	0	0	0	0
Gm3756	0	0	0	0	0	0	0	0	0	0	0
Gm37560	0.057531	0.0626605	0	0.2012247	0.080868	0	0	0	0	0	0.112645
Gm37561	0	0	0	0	0	0	0	0	0	0	0
Gm37562	0.08254865	0.0291283	0	0.0487462	0.0195747666666667	0	0	0	0	0	0
Gm37563	0.11887505	0.19365655	0.1635755	0.183275	0.218607666666667	0	0	0	0	0.33039	0.2661425
Gm37564	0.489996	0.3597895	6.19603	0.77027	0	0	0	0	0	0	0.453466
Gm37565	0.3038345	0.1688425	0.073643	0	0.327126666666667	0.640465	0.53004	0	0	0	0.33878
Gm37566	0.06557395	0.15846735	0.15528	0.1651167	0.332271	0.0401341	0.0332145	2.44322	2.48933	0.03363365	0.233307
Gm37567	331.1315	180.6375	83.64735	54.7615	7.47529333333333	4.84151	5.009345	3.72589	3.56753	7.949015	29.85195
Gm37568	0.768965	0	0	0	0	0	0	0	0	0	0.3714675
Gm37569	0.03287955	0.242333	0.0828418	0.09688405	0.394539	0.111478	0.092258	1.46611	1.49792	0	0.0585795
Gm3757	0	0	0	0.2818785	0	0	0	0	0	0	0
Gm37570	0.9954235	0.499754	0.1848718	0.4925465	1.26051533333333	1.64355	1.579245	0.878974	0.862432	0.11899835	0.485234
Gm37571	0	0	0	0	0.163172	0	0	0	0	0	0
Gm37572	0	0	0	0	0	0	0	0	0	0	0
Gm37573	0	0	0	0	0	0	0	0	0	0	0
Gm37574	0	0	0	0	0.0420826666666667	0	0	0	0	0	0
Gm37575	0	0	0	0	0	0	0	0	0	0	0
Gm37576	0	0	0	0	0	0	0	0	0	0	0
Gm37577	0	0	0	0	0	0	0	0	0	0	0
Gm37578	0.2838565	0	0.0703965	0.0393812	0.865437666666667	0.352752	0.367495	0	0	0.0775415	0.267512
Gm37579	0	0	0	0	0	0	0	0	0	0	0
Gm37580	0	0	0.02670975	0.2097635	0	0	0	0	0	0	0.066738
Gm37581	0.2644665	0.881022	1.34857	0.1743095	0.75064	0.883965	0.8253955	0	0	0	0.1144575
Gm37582	0	0	0	0	0	0	0	0	0	0	0
Gm37583	0.355872	0.27302825	0.3771525	0.6285155	0.2785914	0.101604	0.129333	0.172376	0.121744	0	0.11259095
Gm37584	0.4208245	0.530691	0.3848545	0.9580535	0.413154333333333	0.170574	0.1302455	4.44154	4.25246	0.473647	0.535741
Gm37585	0	0	0	0	0	0	0	0	0	0	0
Gm37586	0	0	0	0	0	0	0	0	0	0	0
Gm37587	0	0	0	0	0	0	0	0	0	0	0.0330076
Gm37588	0.11245845	0.3950985	0.1559358	0	0.155290866666667	0	0	0	0	0	0
Gm37589	0	0.0282287	0	0.0321231	0.0530687666666667	0	0	0	0	0	0.01478035
Gm37590	0	0	0	0	0.111288	0	0	0	0	0	0
Gm37591	0	0	0	0.079654	0	0	0	0	0	0	0
Gm37592	0.614635	0	0	0	0.126346333333333	0	0	0	0	0	0
Gm37593	0.178175	0.2039365	0.345274	0	0.201259733333333	0	0	0	0	0.0447046	0
Gm37595	0.0460579	0.03453895	0.061862	0.14152515	0.1509325	0	0	0.575199	0.490839	0.141674	0.0735035
Gm37596	5.69483	32.88085	21.58045	0.385106	3.09420333333333	0	0	0	0	0	0
Gm37597	0.233531	0	0	1.592995	0	0	0	0	0	1.246295	1.221205
Gm37598	0	0	0	0	0.0392806666666667	0	0	0	0	0	0.051918
Gm37599	0.155419	0	0.152743	0.2309025	0	0	0	0	0	0	0
Gm3760	0	0	0	0	0.0897136666666667	0	0	0	0	0	0
Gm37600	0	0	0	0.03901635	0	0	0	0	0	0	0
Gm37601	4.028155	1.69018	1.778675	2.635245	5.97261666666667	0.961204	1.945245	14.441105	12.3422	1.373055	0.63446
Gm37602	0	0.0162031	0.1117555	0.01292435	0	0	0	0	0	0	0
Gm37603	0	0	0	0	0	0	0	0	0	0	0
Gm37604	0.04319075	0.0957945	0.0219953	0.712345	0.0807336666666667	0	0	0	0	0.2099605	0.708431
Gm37605	0	0	0	0	0	0	0	0	0	0	0
Gm37606	0.0715085	0.0858398	0.1193915	0.6450915	0.0682255	0.229914	0.2657714	0	0	0.11800485	0.76236
Gm37607	3.212545	3.79573	3.35655	2.510825	6.00927	5.59393	5.584025	1.02066	0.888374	0.149111	2.159535
Gm37608	0	0	0	0	0	0	0	0	0	0	0
Gm37609	0	0.104251	0.0943085	0	0.0930233333333333	0	0	0	0	0	0.1242655
Gm37610	0.988446	0.124899	0.213539	12.7038	0	0	0	0	0	21.8485	8.496965
Gm37611	0.1093945	0	0	0.2945495	0.0234594333333333	0	0	0	0	0.2341845	0.5170615
Gm37612	6.123115	5.162745	10.54957	2.249655	2.16386333333333	1.96617	2.02772	1.766065	2.25013	0.4835315	0.577885
Gm37613	0	0	0	0.0178347	0.0184716	0	0	0	0	0	0.0165736
Gm37614	4.9161	0.0903915	3.077545	0	0.87984	0	0	0	0	0	2.15265
Gm37615	0	0	0	0.72599	0.832016666666667	0	0	0	0	0	0
Gm37616	1.323565	0	0.441266	0	0.557636666666667	0	0	0	0	0	0
Gm37617	0	0	0	0	0	0	0	0	0	0	0
Gm37618	0.01240675	0.3455775	0.1165254	0.04187225	0	0	0	0	0	0	0
Gm37619	0.086761	0	0.04331665	0.237123	0.208395333333333	0	0	0	0	0	0.354133
Gm37620	0	0	0	0	0	0	0	0	0	0	0
Gm37621	1.085045	1.560885	1.88054	1.355225	1.45556666666667	0.735612	0.825098	2.92627	2.94984	0.0260768	0.5002435
Gm37622	0	0	0	0	0	0	0	0	0	0	0
Gm37623	0.209506	0	0	4.22845	0	0	0	0	0	6.153935	3.620925
Gm37624	0	0	0	0	0	0	0	0	0	0	0
Gm37625	0.4937445	0.3076625	0.2003345	0.5370945	0.569732333333333	2.13327	2.11462	0	0	0.0882857	0.344324
Gm37626	0.1059741	0.0115558	0.0166781	0.0230643	0.168561533333333	0.0764053	0.08005345	0.077308	0.0564062	0.0159969	0.07207115
Gm37627	0	0	0	0	0	0	0	0	0	0	4.3221e-06
Gm37628	0.23313	0.218449	0.209206	0.1807135	0.415142666666667	0.164265	0.165692	0.0643335	0.0468935	0.0269284	0.188079
Gm37629	0	0	0	0	0	0	0	0	0	0	0
Gm3763	0	0	0	0	0	0	0	0	0	0	0.03243355
Gm37630	0	0	0	0	0.101272666666667	0	0	0	0	0	0
Gm37631	0	0	0	0	0	0	0	0	0	0	0
Gm37632	0.056247	0.1253608	0.6222545	0	1.76138166666667	2.19872	2.368355	2.102026	2.47168	0.080753	0.31589
Gm37633	0.03519965	0.10465235	0.1754855	0.11900505	0.118106666666667	0	0	0	0	0	0.08028515
Gm37634	0.21207	0	0	0	0	0	0	0	0	0.3785775	0
Gm37635	0	0	0	0	0	0	0	0	0	0	0.0740105
Gm37636	0	0.2895725	0	0	0	0	0	0	0	0	0
Gm37637	0.2550645	0.2990481	0.417034	0.3413215	1.380915	0	0	0	0	0	0.0542005
Gm37638	0	0	0	0	0	0	0	0	0	0	0
Gm37639	0.2059905	0.04130365	0.22533945	0.04672865	0.409277666666667	0	0	0	0	0	0.0335658
Gm3764	0.1995085	0	0.0874381	0.2739655	0.266380333333333	0	0	0	0	0	0.1003295
Gm37640	0	0	0	0	0	0	0	0	0	0	0
Gm37641	0	0	0	0	0.879723333333333	0	0	0	0	0	0
Gm37642	0	0	0	0	0	0	0	0	0	0	0
Gm37643	0	0.050111	0.087198	0	0.040834	0	0	0	0	0	0
Gm37644	0	0	0.0334983	0	0.0303695666666667	0	0	0	0	0	0
Gm37645	0.032049	0	0	0	0.499241866666667	0	0	0	0	0	0
Gm37646	2.92178	0	6.326515	6.3685	11.5443666666667	0	0	0	0	0	3.867465
Gm37647	0	0	0	0	0.0212485666666667	0	0	0	0	0.0959125	0.01906195
Gm37648	0.069725	0.13042125	0.506845	0.8157925	0.1153988	0.0711052	0.058846	0	0	0.17884	0.9368165
Gm37649	0	0.0247751	0	0	0	0	0	0	0	0.03526655	0.28511615
Gm3765	0.4134065	0.0403008	0	1.944765	0.700348666666667	0	0	0	0	0.2340515	1.823375
Gm37650	0	0	0	0	0	0	0	0	0	0	0
Gm37651	0.0358894	0	0.0366762	0.372925	0.380531333333333	0	0	0	0	0.110819	0.2880665
Gm37652	0.0202884	0	0	0	0.0618663	0	0	0	0	0	0
Gm37653	0.0832405	0.0316334	0.0205858	0.083364	0.0280278333333333	0.0494786	0.0626855	0	0	0	0
Gm37654	0	0	0	0	0	0	0	0	0	0	0.00966575
Gm37655	0	0	0.0771244	0	0.076002	0	0	0	0	0	0.01426055
Gm37656	0	0	0	0	0	0	0	0	0	0	0
Gm37657	0	0	0	0	0	0	0	0	0	0	0
Gm37658	0	0	0	0	0	0	0	0	0	0	0
Gm37659	0	0	0	0	0	0	0	0	0	0	0
Gm37660	0.513962	0.5005545	0.2837075	0.234879	0.525373333333333	0	0	0	0	0	0.1312865
Gm37661	0	0	0	0	0	0	0	0	0	0	0
Gm37662	0	0	0	0	0	0	0	0	0	0	0
Gm37663	0.2993575	0.2931845	0.6164895	0.1176225	1.38418933333333	0.0850191	0.071545	0.0936295	0.118968	0	0.0856275
Gm37664	0.07978505	0.131506	0.1170835	0.1394815	0.132007	0	0	0	0	0.0630335	0.1096611
Gm37665	0	1.931085	6.944955	0	0	0	0	0	0	0	0
Gm37666	0	0.0751445	0.4793665	0.390648	0.865420333333333	0	0	0	0	0	0
Gm37667	0	0	0	0	0	0	0	0	0	0	0
Gm37668	0.02279945	0	0	0.0226838	0.0246369666666667	0	0	0	0	0	0.0650365
Gm37669	0.260386	0.3226385	0.2221675	0	0.211558333333333	0	0	0	0	0	0
Gm37670	0	0	0	0	0	0	0	0	0	0	0
Gm37671	0	0	0	0.0209255	0.0276352333333333	0	0	0	0	0	0
Gm37672	0	0	0	0	0.0275191333333333	0	0	0	0	0	0
Gm37673	0.472958	0.14981605	0.1361425	1.476195	0.0423047666666667	0	0	0	0	0.702115	0.366053
Gm37674	0.02174435	0	0	0.09195845	0.0773183333333333	0.103641	0.0857725	0	0	0.0861935	0.0882618
Gm37675	0.09764685	0.02016975	0.0364328	0	0.0831608333333333	0.760281	0.7402335	0	0	0	0
Gm37676	4.65961	4.43441	7.035335	11.006815	15.1423366666667	12.1163	12.13445	23.86775	26.7848	9.262105	17.94045
Gm37677	0.07993045	0.0558329	0.11732155	0.04467915	0.2399939	0.044672	0.0468345	0.04516745	0.0329222	0	0.0424059
Gm37678	1.39173	1.25959	0.8576015	0.3276265	0.485925666666667	0	0	0	0	0	0.02426905
Gm37679	0	0	0	0	0	0	0	0	0	0	0
Gm37681	0	0	0	0	0	0	0	0	0	0	0
Gm37682	0	0	0	0	0	0	0	0	0	0	0.301414
Gm37683	0	0	0	0	0.0760863333333333	0	0	0	0	0	0
Gm37684	0	0	0	0	0	0	0	0	0	0	0
Gm37685	0	0	0	0	0.0318248666666667	0.0852809	0.10778	0	0	0	0
Gm37686	0	0	0	0	0	0	0	0	0	0	0.0412968
Gm37687	0	0	0	0	0	0	0	0	0	0	0
Gm37688	0.7284845	0	1.2070635	1.4702785	0	0	0	0	0	1.992345	1.200895
Gm37689	0	0	0	0	0	0	0	0	0	0	0
Gm37690	0	0	0	0	0	0	0	0	0	0	0
Gm37691	0.9557315	0.537536	0.3752525	0.444729	0.691929666666667	0.283201	0.3272965	0.6780205	0.62933	0	0.3406445
Gm37692	0	0	0	0	0	0	0	0	0	0	0
Gm37693	0	0	0	0	0	0	0	0	0	0	0
Gm37694	0	0	0	0	0	0	0	0	0	0	0
Gm37695	0	0	0	0	0	0	0	0	0	0	0
Gm37696	0.6896955	0.0729319	0.1735935	3.492895	0.179070133333333	0.0534394	0.0672875	0.18548	0.352671	0.0447196	0.157011
Gm37697	2.56248	7.643695	7.952135	1.24798	15.7992666666667	8.14772	8.264565	9.48282	9.33803	0	0.36911
Gm37698	0	0	0	0	0.265939333333333	0	0	0	0	0	0.749205
Gm37699	0	0	0	0	0.0199127333333333	0	0	0	0	0	0
Gm37700	0	0	0	0	0	0	0	0	0	0	0
Gm37701	0.090367	0.3356255	0.2737225	1.509295	4.69095	0.845415	0.704045	0	0	2.3854865	1.550215
Gm37702	0.094025	0.094416	0.222977	0.395649	0.374426333333333	0.101227	0.083774	0.086888	0.110402	0.085308	0.3304415
Gm37703	0.369734	0.2652865	0.2214315	0.3780245	1.03296533333333	0	0	0.8098995	0.73765	0.3158835	1.145865
Gm37705	0	0	0	0	0	0	0	0	0	0	0.4804255
Gm37706	0.1978275	0.4165815	0.330594	0.956472	0.519195	0.338816	0.366432	0.132537	0.0968611	0.220567	0.368265
Gm37707	0	0	0	1.18435	0	0	0	0	0	0	0.467502
Gm37708	0	0	0	0	0.063014	0	0	0	0	0	0
Gm37709	0	0	0	0	0	0	0	0	0	0	0
Gm37710	0.1317045	0	0	0.3685865	0.171334	0	0	0	0	0	0
Gm37711	0.0529795	0	0	0.0784085	0	0	0	0	0	0	0.0365822
Gm37712	0	0	0	0	0	0	0	0	0	0	0
Gm37713	0	2.05383	0	0	0	0	0	0	0	0	0
Gm37714	1.099877	2.5534485	1.7447625	0.1915335	0	0	0	0	0	0	0
Gm37715	0	0	0	0	0	0	0	0	0	0	0
Gm37716	54.80925	31.37435	146.3578	4.4472065	112.731866666667	136.797	151.89255	46.30235	42.4812	1.75127	44.6925
Gm37717	0.0178744	0.0534655	0	0.06391665	0.0878777333333333	0	0	0	0	0	0
Gm37718	0	0.02072915	0.05932535	0.01644025	0.165047433333333	0	0	0	0	0	0.091783
Gm37719	0	0	0	0	0	0	0	0	0	0	0
Gm37720	0	0.051018	0.0226254	0	0	0	0	0	0	0	0
Gm37721	0	0	0	0	0.148498	0	0	0	0	0	0
Gm37722	0	0	0	0	0	0	0	0	0	0	0
Gm37723	0	0	0	0	0	0	0	0	0	0	0
Gm37724	2901.475	889.616	288.063	6604.59	14.7298666666667	0.570083	0.403112	1.19174	1.50049	375.5585	5122.855
Gm37725	0	0	0	0	0	0	0	0	0	0	0
Gm37726	6.079625	3.37002	3.33324	0.04903715	0.380443	0.135894	0.112464	0	0	0	0.08545555
Gm37727	0	0	0	0.100056	0.0874333333333333	0	0	0	0	0	0.295905
Gm37728	0	0	0	0	0.0454759	0	0	0	0	0	0.02693785
Gm37729	0.218811	0.494326	0.054864	1.0254545	0.162350333333333	0	0	0	0	0.3038535	1.114989
Gm37730	0.1531829	0.129899	0.1768855	0.209318	0.2125284	1.17333	1.1173175	0.0982325	0.124652	0	0.092144
Gm37731	0	0	0	0	0	0	0	0	0	0.03517565	0
Gm37732	0	0.3925155	0	0	0	0	0	0	0	0	0.81947
Gm37733	1.9173	1.2270385	1.550035	0.4385265	0.508629	0	0	0.2988675	0.220047	0.07581515	0.226877
Gm37734	0	0	0	0	0	0	0	0	0	0	0
Gm37735	0	0.0440899	0.116095	0.221001	0.035796	0.141712	0.17841	0	0	0	0.227905
Gm37736	0.09045015	0.01945105	0.146528	0.1893405	0.847180666666667	0.451289	0.486442	1.273585	1.33627	0	0.1650445
Gm37737	0.106239745	0.07261075	0	0.1787855	0.0525733	1.18181	1.182925	0	0	0	0.437316
Gm37738	1.1641435	1.345265	1.119396	0.673401	1.21982666666667	0.740432	0.7434645	1.81007	1.73697	0	0.05070175
Gm37739	0	0	0	0	0	0	0	0	0	0	0
Gm37740	0	0	0	0	0	0	0	0	0	0	0
Gm37741	0.4798515	0.1514755	0.104843	0.0366728	0.334189666666667	0	0	0	0	0	0.1084005
Gm37742	0.1159716	0.10263945	0.14182885	0.947525	0.0982839	0.220855	0.221629	0.6378445	0.590371	0.859275	1.53874
Gm37743	0	0	0	0	0	0	0	0	0	0	0
Gm37744	0.301731	0.312054	0.1885355	0.2722935	0.350294666666667	0.122385	0.1012845	0.63693	0.646661	0.0527755	0.179726
Gm37745	0.0336829	0.08242475	0.0748733	0.03344475	0.143747733333333	0	0	0	0	0	0.01077515
Gm37746	10.26071	5.22458	6.646335	3.8609	19.0341266666667	0	0	0	0	0	10.687725
